z,x,y
4176.5,7169.2,5.1696
4176.5,7177.8,5.1843
4176.6,7186.4,5.1991
4176.6,7194.9,5.2139
4176.6,7203.5,5.2287
4176.5,7212,5.2435
4176.5,7220.6,5.2583
4176.4,7229.1,5.2731
4176.3,7237.6,5.2879
4176.2,7246.1,5.3027
4176,7254.6,5.3176
4175.8,7263,5.3324
4175.6,7271.5,5.3473
4175.4,7279.9,5.3622
4175.2,7288.4,5.377
4174.9,7296.8,5.3919
4174.6,7305.2,5.4068
4174.3,7313.6,5.4217
4173.9,7322,5.4367
4173.6,7330.4,5.4516
4173.2,7338.7,5.4665
4172.7,7347.1,5.4815
4172.3,7355.4,5.4964
4171.8,7363.8,5.5114
4171.3,7372.1,5.5264
4170.8,7380.4,5.5414
4170.3,7388.7,5.5564
4169.7,7397,5.5714
4169.1,7405.3,5.5864
4168.5,7413.5,5.6015
4167.9,7421.8,5.6165
4167.2,7430,5.6316
4166.6,7438.2,5.6466
4165.9,7446.5,5.6617
4165.1,7454.7,5.6768
4164.4,7462.9,5.6918
4163.6,7471.1,5.7069
4162.8,7479.2,5.722
4162,7487.4,5.7372
4161.1,7495.5,5.7523
4160.3,7503.7,5.7674
4159.4,7511.8,5.7826
4158.5,7519.9,5.7977
4157.5,7528,5.8129
4156.6,7536.1,5.828
4155.6,7544.2,5.8432
4154.6,7552.3,5.8584
4153.5,7560.4,5.8736
4152.5,7568.4,5.8888
4151.4,7576.5,5.904
4150.3,7584.5,5.9193
4149.2,7592.5,5.9345
4148,7600.5,5.9497
4146.9,7608.5,5.965
4145.7,7616.5,5.9802
4144.5,7624.5,5.9955
4143.2,7632.5,6.0108
4142,7640.4,6.0261
4140.7,7648.4,6.0414
4139.4,7656.3,6.0567
4138,7664.2,6.072
4136.7,7672.2,6.0873
4135.3,7680.1,6.1026
4133.9,7688,6.118
4132.5,7695.8,6.1333
4131.1,7703.7,6.1486
4129.6,7711.6,6.164
4128.1,7719.4,6.1794
4126.6,7727.3,6.1947
4125.1,7735.1,6.2101
4123.5,7742.9,6.2255
4121.9,7750.7,6.2409
4120.3,7758.6,6.2563
4118.7,7766.3,6.2717
4117,7774.1,6.2871
4115.4,7781.9,6.3025
4113.7,7789.7,6.3179
4112,7797.4,6.3334
4110.2,7805.2,6.3488
4108.5,7812.9,6.3643
