z,x,y
2840.1,1.1485,9630.7
2833.1,1.1628,9635.9
2826.2,1.1772,9641.1
2819.2,1.1916,9646.3
2812.3,1.206,9651.4
2805.3,1.2205,9656.6
2798.3,1.235,9661.7
2791.3,1.2496,9666.9
2784.2,1.2642,9672
2777.2,1.2788,9677.1
2770.1,1.2935,9682.3
2763.1,1.3082,9687.4
2756,1.323,9692.5
2748.9,1.3378,9697.6
2741.8,1.3526,9702.7
2734.7,1.3675,9707.7
2727.5,1.3824,9712.8
2720.4,1.3974,9717.8
2713.2,1.4124,9722.9
2706.1,1.4274,9727.9
2698.9,1.4425,9733
2691.7,1.4576,9738
2684.5,1.4728,9743
2677.2,1.488,9748
2670,1.5032,9753
2662.8,1.5185,9758
2655.5,1.5338,9763
2648.2,1.5492,9768
2640.9,1.5646,9772.9
2633.6,1.58,9777.9
2626.3,1.5955,9782.8
2619,1.611,9787.8
