z,x,y
4192.9,-350.62,8592.4
4189.3,-350.72,8599.5
4185.6,-350.81,8606.6
4182,-350.91,8613.7
4178.3,-351.01,8620.8
4174.6,-351.1,8627.9
4170.9,-351.2,8635
4167.1,-351.29,8642
4163.3,-351.39,8649.1
4159.6,-351.48,8656.1
4155.8,-351.57,8663.2
4151.9,-351.66,8670.2
4148.1,-351.75,8677.2
4144.2,-351.84,8684.3
4140.3,-351.93,8691.3
4136.4,-352.02,8698.3
4132.5,-352.11,8705.3
4128.6,-352.2,8712.3
4124.6,-352.29,8719.2
4120.6,-352.37,8726.2
4116.6,-352.46,8733.2
4112.6,-352.55,8740.1
4108.6,-352.63,8747.1
4104.5,-352.71,8754
4100.4,-352.8,8760.9
4096.3,-352.88,8767.8
4092.2,-352.96,8774.7
4088.1,-353.04,8781.6
4083.9,-353.12,8788.5
4079.7,-353.2,8795.4
4075.5,-353.28,8802.3
4071.3,-353.36,8809.2
4067.1,-353.44,8816
4062.8,-353.52,8822.9
4058.6,-353.6,8829.7
4054.3,-353.67,8836.6
4050,-353.75,8843.4
4045.6,-353.82,8850.2
4041.3,-353.9,8857
4036.9,-353.97,8863.8
4032.5,-354.04,8870.6
4028.1,-354.12,8877.4
4023.7,-354.19,8884.2
4019.2,-354.26,8891
4014.8,-354.33,8897.7
4010.3,-354.4,8904.5
4005.8,-354.47,8911.2
4001.3,-354.54,8917.9
3996.7,-354.6,8924.7
3992.2,-354.67,8931.4
3987.6,-354.74,8938.1
3983,-354.8,8944.8
3978.4,-354.87,8951.5
3973.7,-354.93,8958.2
3969.1,-355,8964.9
3964.4,-355.06,8971.5
3959.7,-355.12,8978.2
3955,-355.19,8984.9
3950.3,-355.25,8991.5
3945.5,-355.31,8998.1
3940.8,-355.37,9004.8
3936,-355.43,9011.4
3931.2,-355.49,9018
3926.4,-355.54,9024.6
3921.5,-355.6,9031.2
3916.7,-355.66,9037.8
3911.8,-355.72,9044.4
3906.9,-355.77,9051
3902,-355.83,9057.5
3897,-355.88,9064.1
